
0.000000 0.174000 
0.150000 0.109990 
0.300000 0.005517 
0.450000 -0.100985 
0.600000 -0.170338 
0.750000 -0.177027 
0.900000 -0.118593 
1.050000 -0.016531 
1.200000 0.091612 
1.350000 0.166053 
1.500000 0.179408 
1.650000 0.126762 
1.800000 0.027484 
1.950000 -0.081904 
2.100000 -0.161163 
2.250000 -0.181133 
2.400000 -0.134469 
2.550000 -0.038337 
2.700000 0.071898 
2.850000 0.155683 
3.000000 0.182197 
3.150001 0.141685 
3.300001 0.049051 
3.450001 -0.061628 
3.600001 -0.149636 
3.750001 -0.182596 
3.900001 -0.148384 
4.050001 -0.059585 
4.200001 0.051134 
4.350001 0.143042 
4.500001 0.182328 
4.650002 0.154540 
4.800002 0.069901 
4.950002 -0.040453 
5.100002 -0.135925 
5.250002 -0.181394 
5.400002 -0.160133 
5.550002 -0.079962 
5.700002 0.029624 
5.850002 0.128313 
6.000002 0.179798 
 
