
0.000000 0.174699 
0.050000 0.174097 
0.100000 0.173196 
0.150000 0.171997 
0.200000 0.170503 
0.250000 0.168715 
0.300000 0.166636 
0.350000 0.164271 
0.400000 0.161624 
0.450000 0.158698 
0.500000 0.155500 
0.550000 0.152034 
0.600000 0.148306 
0.650000 0.144324 
0.700000 0.140093 
0.750000 0.135621 
0.800000 0.130916 
0.850000 0.125985 
0.900000 0.120838 
0.950000 0.115483 
1.000000 0.109930 
1.050000 0.104187 
1.100000 0.098265 
1.150000 0.092174 
1.200000 0.085925 
1.250000 0.079527 
1.300000 0.072993 
1.350000 0.066334 
1.400000 0.059560 
1.450000 0.052684 
1.500000 0.045717 
1.550000 0.038671 
1.600000 0.031559 
1.649999 0.024393 
1.699999 0.017185 
1.749999 0.009947 
1.799999 0.002692 
1.849999 -0.004567 
1.899999 -0.011819 
1.949999 -0.019050 
1.999999 -0.026249 
2.049999 -0.033402 
2.099999 -0.040498 
2.149999 -0.047525 
2.199999 -0.054469 
2.249999 -0.061320 
2.299999 -0.068066 
2.349999 -0.074694 
2.399999 -0.081194 
2.449999 -0.087554 
2.499999 -0.093763 
2.549999 -0.099812 
2.599999 -0.105688 
2.649999 -0.111383 
2.699999 -0.116886 
2.749999 -0.122188 
2.799999 -0.127280 
2.849998 -0.132153 
2.899998 -0.136799 
2.949998 -0.141209 
2.999998 -0.145377 
3.049998 -0.149294 
3.099998 -0.152955 
3.149998 -0.156352 
3.199998 -0.159480 
3.249998 -0.162335 
3.299998 -0.164910 
3.349998 -0.167201 
3.399998 -0.169204 
3.449998 -0.170917 
3.499998 -0.172336 
3.549998 -0.173458 
3.599998 -0.174282 
3.649998 -0.174806 
3.699998 -0.175029 
3.749998 -0.174951 
3.799998 -0.174572 
3.849998 -0.173893 
3.899997 -0.172915 
3.949997 -0.171640 
3.999997 -0.170069 
4.049997 -0.168205 
4.099998 -0.166053 
4.149998 -0.163614 
4.199998 -0.160894 
4.249998 -0.157898 
4.299998 -0.154630 
4.349998 -0.151096 
4.399999 -0.147302 
4.449999 -0.143254 
4.499999 -0.138960 
4.549999 -0.134427 
4.599999 -0.129663 
4.650000 -0.124676 
4.700000 -0.119474 
4.750000 -0.114067 
4.800000 -0.108464 
4.850000 -0.102674 
4.900001 -0.096707 
4.950001 -0.090574 
5.000001 -0.084286 
5.050001 -0.077852 
5.100001 -0.071284 
5.150002 -0.064594 
5.200002 -0.057793 
5.250002 -0.050892 
5.300002 -0.043904 
5.350002 -0.036840 
5.400002 -0.029713 
5.450003 -0.022534 
5.500003 -0.015317 
5.550003 -0.008074 
5.600003 -0.000817 
5.650003 0.006442 
5.700004 0.013690 
5.750004 0.020914 
5.800004 0.028102 
5.850004 0.035242 
5.900004 0.042321 
5.950005 0.049327 
6.000005 0.056249 

